stage	i	j	delta41	delta42	a41_float	a42_float	a41_rational	a42_rational	status	strict_target	rho	max_real	max_imag	err_Dr	err_Dr3	err_Dr5	err_Dr7	min_s	Vb_pd	V_full_pd	reason
fine	-8	-5	-8.0e-6	-5.0e-6	-7.6293418385181575e-6	-5.722578907604753e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	-62442902075197723919513654711831385065392361//10911671657723611640078832460257317961678472200000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	-4	-8.0e-6	-4.0e-6	-7.6293418385181575e-6	-4.722578907604753e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	-64414038021842640349293527814467583879642361//13639589572154514550098540575321647452098090250000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	-3	-8.0e-6	-3.0e-6	-7.6293418385181575e-6	-3.7225789076047523e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	-203097793798752503196779948956583745710177083//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	-2	-8.0e-6	-2.0e-6	-7.6293418385181575e-6	-2.7225789076047525e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	-74269717755067222498192893327648577950892361//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	-1	-8.0e-6	-1.0e-6	-7.6293418385181575e-6	-1.7225789076047524e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	-93981077221516386795991624354010566093392361//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	0	-8.0e-6	0.0	-7.6293418385181575e-6	-7.225789076047524e-7	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	-39422718932898328595597462052723976285//54558358288618058200394162301286589808392361	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	1	-8.0e-6	1.0e-6	-7.6293418385181575e-6	2.7742109239524754e-7	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	15135639355719729604796700248562613523392361//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	2	-8.0e-6	2.0e-6	-7.6293418385181575e-6	1.2774210923952475e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	34846998822168893902595431274924601665892361//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	3	-8.0e-6	3.0e-6	-7.6293418385181575e-6	2.2774210923952474e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	124252355932955846005585024851135793140177083//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	4	-8.0e-6	4.0e-6	-7.6293418385181575e-6	3.2774210923952476e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	44702678555393476051494796788105595737142361//13639589572154514550098540575321647452098090250000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	5	-8.0e-6	5.0e-6	-7.6293418385181575e-6	4.277421092395247e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	46673814502038392481274669890741794551392361//10911671657723611640078832460257317961678472200000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	6	-8.0e-6	6.0e-6	-7.6293418385181575e-6	5.277421092395248e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	143963715399405010303383755877497781282677083//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	7	-8.0e-6	7.0e-6	-7.6293418385181575e-6	6.277421092395248e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	342485789087428078807161674056282152373746527//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	8	-8.0e-6	8.0e-6	-7.6293418385181575e-6	7.2774210923952474e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	49630518422005767125944479544696092772767361//6819794786077257275049270287660823726049045125000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	9	-8.0e-6	9.0e-6	-7.6293418385181575e-6	8.277421092395247e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	451602505664664195207949998658855331990531249//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-8	10	-8.0e-6	1.0e-5	-7.6293418385181575e-6	9.277421092395248e-6	-23324037723788058456285735719959150627188817//3057149386862218778470362542744507187539227125000	50616086395328225340834416096014192179892361//5455835828861805820039416230128658980839236100000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	-10	-7.0e-6	-1.0e-5	-6.629341838518158e-6	-1.0722578907604752e-5	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-58500630181907891059953908506558987436892361//5455835828861805820039416230128658980839236100000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	-9	-7.0e-6	-9.0e-6	-6.629341838518158e-6	-9.722578907604753e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-530447943530460852399144922764303284560531249//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	-8	-7.0e-6	-8.0e-6	-6.629341838518158e-6	-8.722578907604753e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-59486198155230349274843845057877086844017361//6819794786077257275049270287660823726049045125000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	-7	-7.0e-6	-7.0e-6	-6.629341838518158e-6	-7.722578907604752e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-421331226953224735998356598161730104943746527//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	-6	-7.0e-6	-6.0e-6	-6.629341838518158e-6	-6.722578907604752e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-183386434332303338898981217930221757567677083//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	-5	-7.0e-6	-5.0e-6	-6.629341838518158e-6	-5.722578907604753e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-62442902075197723919513654711831385065392361//10911671657723611640078832460257317961678472200000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	-4	-7.0e-6	-4.0e-6	-6.629341838518158e-6	-4.722578907604753e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-64414038021842640349293527814467583879642361//13639589572154514550098540575321647452098090250000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	-3	-7.0e-6	-3.0e-6	-6.629341838518158e-6	-3.7225789076047523e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-203097793798752503196779948956583745710177083//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	-2	-7.0e-6	-2.0e-6	-6.629341838518158e-6	-2.7225789076047525e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-74269717755067222498192893327648577950892361//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	-1	-7.0e-6	-1.0e-6	-6.629341838518158e-6	-1.7225789076047524e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-93981077221516386795991624354010566093392361//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	0	-7.0e-6	0.0	-6.629341838518158e-6	-7.225789076047524e-7	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	-39422718932898328595597462052723976285//54558358288618058200394162301286589808392361	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	1	-7.0e-6	1.0e-6	-6.629341838518158e-6	2.7742109239524754e-7	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	15135639355719729604796700248562613523392361//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	2	-7.0e-6	2.0e-6	-6.629341838518158e-6	1.2774210923952475e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	34846998822168893902595431274924601665892361//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	3	-7.0e-6	3.0e-6	-6.629341838518158e-6	2.2774210923952474e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	124252355932955846005585024851135793140177083//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	4	-7.0e-6	4.0e-6	-6.629341838518158e-6	3.2774210923952476e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	44702678555393476051494796788105595737142361//13639589572154514550098540575321647452098090250000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	5	-7.0e-6	5.0e-6	-6.629341838518158e-6	4.277421092395247e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	46673814502038392481274669890741794551392361//10911671657723611640078832460257317961678472200000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	6	-7.0e-6	6.0e-6	-6.629341838518158e-6	5.277421092395248e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	143963715399405010303383755877497781282677083//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	7	-7.0e-6	7.0e-6	-6.629341838518158e-6	6.277421092395248e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	342485789087428078807161674056282152373746527//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	8	-7.0e-6	8.0e-6	-6.629341838518158e-6	7.2774210923952474e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	49630518422005767125944479544696092772767361//6819794786077257275049270287660823726049045125000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	9	-7.0e-6	9.0e-6	-6.629341838518158e-6	8.277421092395247e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	451602505664664195207949998658855331990531249//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-7	10	-7.0e-6	1.0e-5	-6.629341838518158e-6	9.277421092395248e-6	-162135106695406717422522985417717147517196719//24457195094897750227762900341956057500313817000000	50616086395328225340834416096014192179892361//5455835828861805820039416230128658980839236100000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	-10	-6.0e-6	-1.0e-5	-5.629341838518158e-6	-1.0722578907604752e-5	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-58500630181907891059953908506558987436892361//5455835828861805820039416230128658980839236100000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	-9	-6.0e-6	-9.0e-6	-5.629341838518158e-6	-9.722578907604753e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-530447943530460852399144922764303284560531249//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	-8	-6.0e-6	-8.0e-6	-5.629341838518158e-6	-8.722578907604753e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-59486198155230349274843845057877086844017361//6819794786077257275049270287660823726049045125000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	-7	-6.0e-6	-7.0e-6	-5.629341838518158e-6	-7.722578907604752e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-421331226953224735998356598161730104943746527//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	-6	-6.0e-6	-6.0e-6	-5.629341838518158e-6	-6.722578907604752e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-183386434332303338898981217930221757567677083//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	-5	-6.0e-6	-5.0e-6	-5.629341838518158e-6	-5.722578907604753e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-62442902075197723919513654711831385065392361//10911671657723611640078832460257317961678472200000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	-4	-6.0e-6	-4.0e-6	-5.629341838518158e-6	-4.722578907604753e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-64414038021842640349293527814467583879642361//13639589572154514550098540575321647452098090250000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	-3	-6.0e-6	-3.0e-6	-5.629341838518158e-6	-3.7225789076047523e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-203097793798752503196779948956583745710177083//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	-2	-6.0e-6	-2.0e-6	-5.629341838518158e-6	-2.7225789076047525e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-74269717755067222498192893327648577950892361//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	-1	-6.0e-6	-1.0e-6	-5.629341838518158e-6	-1.7225789076047524e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-93981077221516386795991624354010566093392361//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	0	-6.0e-6	0.0	-5.629341838518158e-6	-7.225789076047524e-7	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	-39422718932898328595597462052723976285//54558358288618058200394162301286589808392361	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	1	-6.0e-6	1.0e-6	-5.629341838518158e-6	2.7742109239524754e-7	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	15135639355719729604796700248562613523392361//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	2	-6.0e-6	2.0e-6	-5.629341838518158e-6	1.2774210923952475e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	34846998822168893902595431274924601665892361//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	3	-6.0e-6	3.0e-6	-5.629341838518158e-6	2.2774210923952474e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	124252355932955846005585024851135793140177083//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	4	-6.0e-6	4.0e-6	-5.629341838518158e-6	3.2774210923952476e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	44702678555393476051494796788105595737142361//13639589572154514550098540575321647452098090250000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	5	-6.0e-6	5.0e-6	-5.629341838518158e-6	4.277421092395247e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	46673814502038392481274669890741794551392361//10911671657723611640078832460257317961678472200000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	6	-6.0e-6	6.0e-6	-5.629341838518158e-6	5.277421092395248e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	143963715399405010303383755877497781282677083//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	7	-6.0e-6	7.0e-6	-5.629341838518158e-6	6.277421092395248e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	342485789087428078807161674056282152373746527//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	8	-6.0e-6	8.0e-6	-5.629341838518158e-6	7.2774210923952474e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	49630518422005767125944479544696092772767361//6819794786077257275049270287660823726049045125000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	9	-6.0e-6	9.0e-6	-5.629341838518158e-6	8.277421092395247e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	451602505664664195207949998658855331990531249//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-6	10	-6.0e-6	1.0e-5	-5.629341838518158e-6	9.277421092395248e-6	-68838955800254483597380042537880545008441451//12228597547448875113881450170978028750156908500000	50616086395328225340834416096014192179892361//5455835828861805820039416230128658980839236100000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	-10	-5.0e-6	-1.0e-5	-4.629341838518157e-6	-1.0722578907604752e-5	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-58500630181907891059953908506558987436892361//5455835828861805820039416230128658980839236100000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	-9	-5.0e-6	-9.0e-6	-4.629341838518157e-6	-9.722578907604753e-6	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-530447943530460852399144922764303284560531249//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	-8	-5.0e-6	-8.0e-6	-4.629341838518157e-6	-8.722578907604753e-6	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-59486198155230349274843845057877086844017361//6819794786077257275049270287660823726049045125000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	-7	-5.0e-6	-7.0e-6	-4.629341838518157e-6	-7.722578907604752e-6	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-421331226953224735998356598161730104943746527//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	-6	-5.0e-6	-6.0e-6	-4.629341838518157e-6	-6.722578907604752e-6	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-183386434332303338898981217930221757567677083//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	-5	-5.0e-6	-5.0e-6	-4.629341838518157e-6	-5.722578907604753e-6	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-62442902075197723919513654711831385065392361//10911671657723611640078832460257317961678472200000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	-4	-5.0e-6	-4.0e-6	-4.629341838518157e-6	-4.722578907604753e-6	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-64414038021842640349293527814467583879642361//13639589572154514550098540575321647452098090250000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	-3	-5.0e-6	-3.0e-6	-4.629341838518157e-6	-3.7225789076047523e-6	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-203097793798752503196779948956583745710177083//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	-2	-5.0e-6	-2.0e-6	-4.629341838518157e-6	-2.7225789076047525e-6	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-74269717755067222498192893327648577950892361//27279179144309029100197081150643294904196180500000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	-1	-5.0e-6	-1.0e-6	-4.629341838518157e-6	-1.7225789076047524e-6	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-93981077221516386795991624354010566093392361//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	0	-5.0e-6	0.0	-4.629341838518157e-6	-7.225789076047524e-7	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	-39422718932898328595597462052723976285//54558358288618058200394162301286589808392361	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
fine	-5	1	-5.0e-6	1.0e-6	-4.629341838518157e-6	2.7742109239524754e-7	-22644143301122243393399436946761006503313817//4891439018979550045552580068391211500062763400000	15135639355719729604796700248562613523392361//54558358288618058200394162301286589808392361000000	fail	false	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	false	false	ArgumentError: Coupled row/column constraints are inconsistent; no exact solution exists for this stencil.
